place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Bastei bridge,France,https://goo.gl/maps/Goix8jaevsPcx6UG8,"The second day, go on a hike to the  in Saxony Switzerland National Park. It's a fun nature hike that will allow you to see Germany in a different light. It's the type of place that you wouldn't expect to see in the hyper-modernized cities of Germany.",,,,2,6,4,9,9,5,0,7,2,6,1,2026-04-09
Catacombs of Paris,France,https://goo.gl/maps/gN9jW8RTUhMzJYCr8,"I made a promise to myself that when I get to Paris, I would do everything I can to visit the eerie , a massive underground cemetery filled with skulls and skeletons that stretch across much of Paris' underground.",,,,1,1,4,5,7,9,1,4,1,3,1,2026-04-09
Cathedral Basilica of St. John,France,https://goo.gl/maps/XS4vQxkth5oyiuLCA,"While in Torun, be sure to visit , the leaning tower of Torun, and if you want to learn about the Teutonic Knights, be sure to drop by the District Museum.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Cesis,France,https://goo.gl/maps/gS656mwDrGG2,"For the second day,  makes a great day trip from the capital, which is only a 2-hour bus ride away.  is a beautiful old town known for its medieval castle, featuring wall paintings, dungeons, towers, a romantic castle park, and the old crumbling Lutheran church of Saint John the Baptist. It is a great place to learn a little bit about Latvia during medieval times.",,,,4,5,2,5,5,10,0,8,3,9,1,2026-04-09
Chapel Bridge,France,https://goo.gl/maps/wsVYqj5VbPYwueq5A,"Lucerne is one of the few places I visited as a kid that I fondly remember. Places like the  (Kapellbrücke) and its fiery history, the unique location of the Lion Monument, and the history of the Museggmauer, Lucerne’s Old Town, somehow ignite my memory of my time there when I was young. It's a great place to visit for a day before moving on to Zurich.",,,,3,3,2,2,4,10,0,6,3,7,1,2026-04-09
Chartreuse Notre Dame du Val de Bénédiction,France,https://maps.app.goo.gl/qBF4zcM3VMgLkDFV6,"There are several tourist attractions you should check out in Villeneuve-lès-Avignon like , a historic Carthusian monastery dating back to the Middle Ages, Fort Saint-André, a 14th-century fortress, Abbey St. Andrew, a small palace with a beautiful garden, and more.",,,,5,6,4,7,4,10,0,7,4,7,1,2026-04-09
Château de Philippe de Cabassolle,France,https://goo.gl/maps/ZisVMfZsEwVxgszFA,", for example, is a great place to hike to as the ruin is located atop a steep cliff right in the middle of the town. If you look around the corner from the roundabout pictured above, cross the bridge, turn right, follow the road, and on your left, there should be a staircase to take you to the top.",,,,3,4,2,10,9,3,0,7,0,5,1,2026-04-09
Cologne Cathedral,France,https://goo.gl/maps/ggLdTpT6oZ1EPDoRA,"One of the most famous landmarks that defines the city is the giant . Despite its size and interior, you can also climb up to the top of one of the towers and get a 360° view of the city from above.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Coulée verte René-Dumont,France,https://goo.gl/maps/vwVkWeATEQiRLn4g7,"is an idyllic elevated park, full of trees, built on top of an unused railway infrastructure located on the eastern side of Paris.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
District Museum,France,https://goo.gl/maps/HoS5Z48uhVH2t58d7,"If you are visiting the , you can also pay a bit more to have access to the tower where you will be able to see Torun from above, which is simply breathtaking.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Domki Budnicze,France,https://goo.gl/maps/MixCX38tfTu,"Spend a day walking around the square and check out the Poznan Town Hall and its colorful construction houses of Poznan (). Other than that, there's not much else to do other than to slow down a bit and treat yourself, as we have already been traveling through four countries, and you will appreciate how cheap it is in Poland compared to other places we have visited.",,,,3,2,2,2,4,9,2,6,4,6,1,2026-04-09
East Side Gallery,France,https://goo.gl/maps/dRt67reGza4S5XJN7,"Oh Berlin, if only I could stay there forever, but we can't, as we only have 90 days here, so let's make the best out of it. Four nights in Berlin will allow you to see most of the awesome places like the , Checkpoint Charlie, Brandenburg Gate, and the Berlin Cathedral.",,,,4,4,2,3,5,10,0,7,6,7,1,2026-04-09
Fontaine de Vaucluse,France,https://goo.gl/maps/xRDC8PkEdionVTGP7,"After the morning market in L'Isle sur la Sorgue, you can catch a bus and visit , a small town nestled between the mountains of Vaucluse. It's a perfect place to do some exploration and hiking.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Fourvière hill,France,https://goo.gl/maps/ndpM3CEiyau,"You can spend the first day exploring all the historical buildings of Lyon, starting with a climb up the  and visiting the Basilica of Notre-Dame de Fourvière.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Frederik's Church,France,https://goo.gl/maps/WaN5694ZCZGc8hFm6,"For one, places like , Amalienborg, and the Rosenborg Castle will keep you occupied for hours on end. Not to mention the King's Garden and Strøget street, where you can spend more hours walking around, exploring, and shopping until you drop.",,,,3,4,4,4,5,9,4,8,7,5,1,2026-04-09
Freedom Square,France,https://goo.gl/maps/G15qEFop6WP2,"The most notable landmarks in the city are the Riga Cathedral, which is a good place to begin your journey. From there, you can branch out to the , St. Peter's Church (make sure to go up the tower), House of the Blackheads, and the Museum of the Occupation of Latvia.",,,,3,4,2,0,1,10,0,5,6,8,1,2026-04-09
Gate of Georgenbau,France,https://goo.gl/maps/wrgY4Hd8T44CroAU6,"Spend your first day visiting the old town area, where you can find Baroque architecture ranging from the beautiful  to the stunning Dresden Cathedral, all located within walking distance of each other.",,,,7,5,2,0,2,10,3,8,6,9,1,2026-04-09
Gediminas Castle,France,https://goo.gl/maps/RHYVpvsEK9q,"Vilnius has quite a lot to offer, and places like the , St. Peter and St. Paul's Church, Vilnius Cathedral, and the independent republic of Užupis are great places to get a feel for Vilnius and its people.",,,,5,4,4,0,3,9,1,6,7,9,1,2026-04-09
Great Bell of Bordeaux,France,https://goo.gl/maps/1VhVMNP8mcZ1X3xY9,"Other places worth checking out are the , Rue Sainte Catherine, and the vintage market at Basilique Saint-Michel.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Gripsholm Castle,France,https://goo.gl/maps/gJEm95m7MfDCvKHr8,"If you have one more day in Stockholm, I would recommend that you go on a day trip and visit the beautiful  near a small town called Mariefred, only 1.5 hours away from Stockholm.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Grosse Cloche,France,https://goo.gl/maps/RKfJsEnd2uJE6QCA6,"After the market, you can make your way to the tourist strip of Rue Ste Catherine, but first, you have to check out  or Big Bell in English. It is a famous historical bell and clock tower built in the 15th century as a gate and a part of the city's medieval fortifications, as well as to alarm people in case of fire.",,,,2,4,4,3,4,10,1,6,4,9,1,2026-04-09
Jardin des Doms Park,France,https://goo.gl/maps/SV28Nn4h9JVtbi9e6,"After you have explored the Palais des Papes, you can make your way to , a leafy public garden atop a hill, providing a great vantage point over the Rhone River and Villeneuve lès Avignon, just across the river.",,,,7,6,2,9,4,7,0,8,2,5,1,2026-04-09
Kasprowy Wierch,France,https://goo.gl/maps/av1FGLP3gXy,"The next day, you can go up the cable car to the , where you will be able to see the mountain range from the top. Make sure to check the weather and book the ticket from their website before arriving to avoid disappointment and long lines.",,,,1,2,2,8,10,0,0,4,1,5,1,2026-04-09
Kazimierz (the Jewish Quarter),France,https://goo.gl/maps/QZ7GsionWboe5jRs7,is a great place to end your first day in Krakow. You can enjoy delicious street food like Zapiekanka (a must-try) and have a nice glass of wine while listening to live Jewish music.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
L'Isle-sur-la-Sorgue,France,https://goo.gl/maps/gLSMJ42zwQ399Lcd9,"is a small town located east of Avignon, around a 30-minute bus ride away. If you happen to be visiting Avignon on a Sunday or Thursday, I highly recommend you go to the town and check out its incredible Sunday market.",,,,2,4,4,1,1,8,4,9,8,10,1,2026-04-09
Le Pure Cafe,France,https://goo.gl/maps/T2u7GibqW7B9dsj57,"is a traditional-looking, authentic Parisian cafe that was used in one of the scenes in Before Sunset, and it has that romantic vibe that you don't get from new, modern cafes.

You can also spend another day café-hopping, as there are countless cafés, bookstores, and parks that are super unique and devoid of tourists like the , Strada Cafe, Honor Cafe, San Francisco Book Co., and the Coulee Verte Rene Dumont park.",,,,4,6,7,6,5,6,6,6,6,4,2,2026-04-09
Lindenhof,France,https://goo.gl/maps/TFbTPyp5DrUPsiCv7,"Across the Limmat River, there is a historic site called , an elevated platform where a Roman castle once stood. It is surely a place of great historical significance, but it also serves as a great viewpoint for us tourists to see Zurich, the Limmat, and the cathedral from above.",,,,4,6,4,9,6,10,1,7,4,8,1,2026-04-09
Long Market,France,https://goo.gl/maps/9ERW3DA34B32Apua6,"Gdansk is also famous for its colorful architecture around its  district, which is now home to Accidental-Wes-Anderson-style houses and shops.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Malbork,France,https://goo.gl/maps/PvTE7gHsLwuGg9rU9,"From Gdansk, you can take a train directly to  in the early morning and spend half a day there.  and its castle are one of the most majestic places you will see in Poland.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Markthalle (market hall),France,https://goo.gl/maps/pNmj3PRuTKAcaKYd9,"Looking to buy something? Be sure to drop by the  or walk along the Königstraße (King Street), a shopping street where you can buy all sorts of snacks or souvenirs for people back home.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Miniatur Wunderland museum,France,https://goo.gl/maps/myaiW72U3NeRrCWw9,"There are also places like the , the Hamburg Rathaus City Hall, and the Elbtunnel (an old underground tunnel) that are worth visiting when you are there.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Miroir d'eau,France,https://goo.gl/maps/Vxpyor2Xs6twNqdu6,"Before we explore the winding streets of Bordeaux, you'd better make your way across the road from Place de la Bourse and witness one of the most beautiful viewpoints in the city: the , a large shallow reflecting pool, one of the largest of its kind.",,,,8,7,2,10,6,6,0,9,2,6,1,2026-04-09
Miroir des Quais,France,https://goo.gl/maps/v8Wk1uK97eqRrCug7,One of my favorite pieces of architecture in France is the  and the Place de la Bourse in Bordeaux. The  is the largest water mirror in the world and is located right by the 18th-century Place de la Bourse.,,,,5,5,2,4,2,10,1,9,5,8,1,2026-04-09
Mont Saint Michel,France,https://goo.gl/maps/cYC8sQQTPto24KK77,"is quite a sight to behold. It is a fortified island located in Normandy with over 60 buildings in the commune. Its fairy-tale-like architecture, unique location, and the constructed commune inside make walking around it feel like being in a fantasy novel or something.",,,,5,5,2,6,5,10,0,8,4,6,1,2026-04-09
Montserrat Monastery,France,https://goo.gl/maps/o3We9YntzT5k1oPs9,"The next day, you can go on a day trip and visit the , which is located at the top of a rocky mountain. It is only 1.5 hours away from Barcelona by train.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Moulin à Papier water mill,France,https://goo.gl/maps/RS9sc1S1X2WPp2UY7,"There are other things you can do in Fontaine de Vaucluse, like visiting the , the Museum Bibliothèque François Pétrarque, and plenty more that should occupy you for the rest of the day.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
National Museum,France,https://goo.gl/maps/gaMNcLT3gHB9BtjH6,"If you want to learn a bit more about Bordeaux and its rich history, you can also check out the  while you are here, as it is located just opposite the palace.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Notre Dame Cathedral,France,https://goo.gl/maps/SBDVZnxTujh6WvBi9,"Of course, you can't visit Paris without visiting the . Although much of the main hall is under renovation due to fire, causing its ceiling to collapse, much of the facade and its towers remain standing, and you can still admire the beauty of this iconic landmark.",,,,5,4,4,4,5,10,1,7,3,3,1,2026-04-09
Old Town Square,France,https://goo.gl/maps/kPGzdWYd18NJ5N5u6,"The most popular place to visit in Tallinn is the , where you will find several beautiful architectural structures, such as the Tallinn Town Hall, surrounding the area.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Palais de la Bourse,France,https://goo.gl/maps/CnjpUWTrbFPV34d46,"The square is also known for its classical and elegant 18th-century architecture surrounding it. One of the most notable buildings on the square you should check out is the  and admire its incredible Neoclassical-style façade, adorned with columns and sculptures.",,,,5,4,2,0,0,10,0,7,2,5,1,2026-04-09
Palais des Papes,France,https://goo.gl/maps/y6jfKrHzEit1uhyr5,"One of the most famous landmarks in Avignon and one that you should visit first is , also known as the ""Palace of the Popes"". It is one of the most significant Gothic-style palaces in Europe, serving as the residence for several popes during the 14th century when the papal court was moved to Avignon from Rome in 1309.",,,,3,5,2,0,3,10,0,6,7,9,1,2026-04-09
Palais des Papes fortress,France,https://goo.gl/maps/2d9QxvcTm9nP7sbQ6,"I low-key love traveling in Avignon. It is a stunning city full of antiquity, medieval castles, and old towns to explore. The most stunning one of all is the  located in the heart of the city.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Palais des Papes' courtyard,France,https://goo.gl/maps/y6jfKrHzEit1uhyr5,"If reading the long and rich history of Avignon is not something you find interesting, you can still learn about the history of the place with a nightly light show (Les Luminessences), which is often held from August to October, right after sunset, in the .",,,,2,3,2,4,6,10,1,5,2,6,1,2026-04-09
Panorama Tower,France,https://goo.gl/maps/gq8eFbqu7ay,"If you want a nice panoramic view of the city, head over to  near the old town. Pay 3 EUR, and you will be able to access its rooftop platform and get a nice photo of Leipzig from above.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Park Güell,France,https://goo.gl/maps/pnCriNs2pKF5EHBo7,is a great place to start your day with a hike to the top of the hill to see Barcelona from above. This is also where the iconic Gaudí's House Museum is located.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Place de la Bourse,France,https://goo.gl/maps/bxBSu5qEC5mEnRtWA,"One of the first places you should visit when you are in Bordeaux is  - the main city square where the roads to all the tourist attractions converge, which makes for a great place to start your exploration.",,,,3,2,2,2,4,10,3,6,8,9,1,2026-04-09
Plaza España,France,https://goo.gl/maps/KKuyiZbook9acLwd7,"Spend the next full day and walk to  in the morning, cool down at Maria Luisa Park, and make your way back through Alcázar of Seville and its beautiful gardens inside, and the Catedral de Sevilla, a giant Gothic-style church, the third largest in the world.",,,,8,6,2,10,5,9,0,9,1,5,1,2026-04-09
Pont Alexandre III bridge,France,https://goo.gl/maps/435wHMSFV8D4eGjr6,"If you want a great view of the Seine River and the Eiffel Tower, the  is a great spot to stop by while you explore Paris. This 19th-century arched bridge is designed in an extravagant Beaux-Arts style with intricate golden sculptures on both ends, all lined up with elaborately designed lamps.",,,,7,5,2,7,3,9,1,9,0,5,1,2026-04-09
Pont Saint-Benezet,France,https://goo.gl/maps/FmjUQiPTQQDKgXx66,"With the Palais des Papes' ticket in hand, given that you bought the 14.5 EUR one, you should be able to get access to the  bridge, one of the most famous landmarks in the city.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Pont de Pierre,France,https://goo.gl/maps/aQfN4TUD25D9JKjz7,"After you are done with Miroir d'eau, you can walk along the river and cross the  Stone Bridge for a nice view of the city over the Garonne River.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Pont de Pierre stone bridge,France,https://goo.gl/maps/wkfFrsgWVDTJ68VD7,"Right near the Place de la Bourse is the 18th-century  that connects the left bank of the Garonne River to the right bank Quartier de la Bastide, which is also worth visiting.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Porte Cailhau,France,https://goo.gl/maps/frfqBzJWsRpoH1ir8,"After you are done with the bridge, it is time to explore Bordeaux proper, and the first piece of history you will encounter right off the gate is , a castle-like gate that was built in the late 15th century as the main entry point to the city.",,,,2,4,2,2,6,10,0,5,4,9,1,2026-04-09
Rijksmuseum,France,https://goo.gl/maps/a62MHteKeSsvAYsYA,"If it's raining outside, make it a museum day and visit the  to learn more about the history of the Dutch people. If you are into art, the Van Gogh Museum is a must-visit.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Robert Vasse bus stop,France,https://goo.gl/maps/q7rQCBCjBiT1q5zB8,"To get from L'Isle sur la Sorgue to Fontaine de Vaucluse, you can catch bus #921 from  and get off at Fontaine Centre bus stop. It should take no more than 15 minutes and cost around 2 EUR. The last bus is at 6 PM, so be sure to get there in time, given you are there in the summer months. Off-season is not recommended as the bus schedule will not work for day trips like what we are doing.",,,,0,1,2,5,3,0,0,4,9,10,1,2026-04-09
Roman Arena,France,https://goo.gl/maps/UNNVuHsMnwAMqN6aA,"Arles was once an important Roman provincial capital known as Arelate, and one of the most important landmarks that you have to check out first is the  (Arènes d'Arles), a large amphitheater that could seat over 20,000 spectators. It was built in 90 AD and is still used for events even today.",,,,2,5,4,5,6,9,0,6,2,8,1,2026-04-09
Royal Palace of Madrid,France,https://goo.gl/maps/BXLjjGEWovBsdYM97,"MADRide provides a free walking tour every day at the famous meeting point, Puerta del Sol Square, and the guide will take you to cool places like the , Catedral de la Almudena, and Plaza Mayor while explaining the stories behind these places.",,,,3,5,0,3,7,10,0,6,5,9,1,2026-04-09
Rue Sainte-Catherine,France,https://goo.gl/maps/wbxnWkWr7kNTLgtQ6,"One of the main tourist strips of Bordeaux, , is best known for being one of the longest pedestrian shopping streets in Europe, with a total length of approximately 1.2 kilometers (0.75 miles). It stretches from Place de la Victoire to Place de la Comédie.",,,,4,4,4,6,5,9,2,8,7,10,1,2026-04-09
San Francisco Book Co.,France,https://goo.gl/maps/DPFm5Zd4MBhGfWRA9,"There are also many other bookstores that aren't as crowded as Shakespeare and Company, like  which holds many awesome secondhand collections, such as old copies of Asimov's sci-fi novels that I had been tracking down for a while.",,,,2,1,4,0,0,8,3,2,1,0,1,2026-04-09
Schlossplatz,France,https://goo.gl/maps/rdPGp2wtxFFuXwqz8,"The first place you should visit in Stuttgart is the , one of the largest and most impressive squares in the city. Around the area, you will find several historical buildings, restaurants, and cafes where you can indulge yourself.",,,,5,6,4,1,2,10,9,9,7,5,1,2026-04-09
Sea Fortress of Suomenlinna,France,https://goo.gl/maps/AnsWeA91p1Zd2ALw8,"For a half-day trip, you can visit the 18th Century , where you can hike around the island and explore all the attractions. The best route to walk is the Blue Route. I would recommend following the main ""Blue Route"", which should take you to all the main sites such as the King's Gate and the Kustaanmiekka artillery.",,,,1,4,2,9,9,10,0,6,2,7,1,2026-04-09
Shakespeare and Company,France,https://goo.gl/maps/E2xZKMoghKgYCc4s8,"The city is filled with amazing independent bookstores, including one of the oldest ones of all, . If you love old books, you are going to love this iconic bookstore that every hipster and their grandmothers know about.",,,,1,2,4,0,0,8,2,1,1,1,1,2026-04-09
Sinwell Tower,France,https://goo.gl/maps/mJt1cdpV99bTgfkc8,Be sure to go up the  so that you can get a 360° panoramic view of Nuremberg from above.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Speicherstadt,France,https://goo.gl/maps/N9hyQVBnUKKm2rhp9,"stretches over 1.6 km alongside a canal, and with its unique red-brick buildings crisscrossing the canals, it makes the area a perfect place to walk around and admire the architecture.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
St. Mary's Basilica,France,https://goo.gl/maps/1GhCf1awDxvsjywB7,"Spend your first day in the city center and check out the stunning interior of the  and all the attractions surrounding the square, such as the Town Hall Tower and Krakow Barbican. Then, walk a little further south to Wawel Castle.",,,,6,5,4,6,5,10,1,8,3,7,1,2026-04-09
St. Nicholas Church,France,https://goo.gl/maps/UeLLxZyQnqwpcuZ48,", Alexander Nevsky Cathedral, Toompea Castle, and St Mary's Cathedral are definitely worth seeing, but my favorite place has to be the Kohtuotsa and Patkuli viewing platforms.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
St. Peter's Church,France,https://goo.gl/maps/ianezPEpaMw,"Most of the cool places to visit are concentrated in the Marienplatz area, so spend a day exploring that district. Go up the  to get a nice view of Munich from above or visit the Nymphenburg Palace for half a day.

The most notable landmarks in the city are the Riga Cathedral, which is a good place to begin your journey. From there, you can branch out to the Freedom Square,  (make sure to go up the tower), House of the Blackheads, and the Museum of the Occupation of Latvia.",,,,3,4,3,4,4,8,0,7,6,6,2,2026-04-09
Stockholm City Hall,France,https://goo.gl/maps/L4sLJcNr5LF6Nryt6,"Be sure to drop by , Gamla Stan (The Old Town), and be at the Royal Palace around 12:15 PM to witness the Changing of the Guard ceremony.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Stortorget Square,France,https://goo.gl/maps/EazfTruuvDZaPXYy5,"There are several charming corners of Stockholm that you will like as well, such as the , all the alleyways leading up to the German Church, and the Drottninggatan Street.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Stuttgart TV Tower (Fernsehturm Stuttgart),France,https://goo.gl/maps/4WdFDHAf2J3kRCg18,"If you are looking for a nice lookout point, make sure that you make it all the way up to  or the Killesberg Tower, where you will be able to capture a panoramic view of Stuttgart from above.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
TGV Avignon station,France,https://goo.gl/maps/7oRrcTsseFxQiHUZ8,"If you take the TGV train to , it is 2 km away from the city, and you are going to have to take another train/bus to the city center. You can book the train here.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Taras Widokowy tower,France,https://goo.gl/maps/WEXrJ6L3Kro,"Be sure to go up the  for a fee, and you will have a 360-degree view of the city. The best time to go up is right before the sun sets.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
The Gothic Quarter,France,https://goo.gl/maps/QmRWcDoVSN2NC8ys8,"is also a must-visit when you are in Barcelona. Make sure to check out the Cathedral of Barcelona, its beautiful Roman-era buildings, and all the antique narrow streets in the area.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
The Helsinki Cathedral,France,https://goo.gl/maps/95FTpP1dK7L5ggDJ9,is one of the most iconic landmarks in the city and it is easily walkable from the city center. The same goes for other famous tourist attractions like Uspenski Cathedral and the stunning architecture of Helsinki Central Station.,,,,6,6,2,0,3,10,2,8,8,7,1,2026-04-09
The Imperial Castle,France,https://goo.gl/maps/LHTAxNuVU2zPvwLW7,"From Munich, you can take a bus to Nuremberg, a place where you can experience German history up close.  is the highlight of Nuremberg and a must-visit when you are there.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
The Living Room Cafe,France,https://goo.gl/maps/Rripw8theqFNLeVv8,"If you are into cafes as much as I am, there are plenty of cafes in Copenhagen that truly master the art of Hygge, like  and The Bastard Cafe waiting for you to experience.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
The Market Square,France,https://goo.gl/maps/5Hmg1T4VUr62,"around Wroclaw Town Hall is the main square where all the stunning Gothic-style architecture and colorful buildings are. However, my favorite area is Ostrów Tumski, a quiet old district marked by the beautiful Cathedral of St. John the Baptist. The peaceful vibe of the area drew me in right away, and I highly recommend staying here for as long as you can.",,,,6,5,2,3,2,10,0,8,3,7,1,2026-04-09
The National Museum of Natural History,France,https://goo.gl/maps/ov378bzsmniLAvzE7,in Paris is another fun museum to visit if you are interested in learning more about the natural history of the world.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
The Old Town Square,France,https://goo.gl/maps/wzQBT1Ad2no,"is the landmark of the city with a spacious walking area, towers, colorful traditional architecture, and churches all connected through roads leading to the Old Town marketplace. While there, be sure to check out Sigismund's Column, the Royal Castle, and St. John's Archcathedral.",,,,6,6,2,1,3,10,0,8,5,7,1,2026-04-09
The Topography of Terror museum,France,https://goo.gl/maps/kqoSb5kDs4FhTCzk8,"If you are interested in learning about Germany and its dark past, I highly recommend you visit  and DDR museum. These museums will give you a detailed look into Germany during the Nazi regime and the Soviet occupation that followed, respectively.",,,,0,1,4,0,1,9,1,0,0,2,1,2026-04-09
Urban Spree,France,https://goo.gl/maps/atFCFCMnYsk,"If you are looking to go out at night, check out  and align your visit with their event schedule for a nice night out. Located by the Spree river, this artistic space is dedicated to urban cultures through exhibitions, art, DIY workshops, and concerts.",,,,1,1,4,4,5,7,3,6,3,3,1,2026-04-09
