place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Ramses Central Train Station,Egypt,https://goo.gl/maps/xqB7uL8N9ibhjZxs9,A budget-friendly option for travel in Cairo is taking the airport bus.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Saqqara,Egypt,https://goo.gl/maps/4vN1TBqErAbc1giU7,"With an organized tour I recommend, the tour will also take you to , a small village just outside of Cairo that is known for its ancient pyramids that date back before the Pyramids of Giza.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Sofitel Legend Old Cataract Hotel,Egypt,https://goo.gl/maps/KYSkge9LYNAepXzQ7,"A historic hotel offers relaxation and scenic views along the Nile River, with a relaxed atmosphere suitable for families and culture enthusiasts.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Tahrir Square,Egypt,https://goo.gl/maps/98bxCSegzRfeAdLQ7,"Go Bus is a great bus operator to go with if you want to travel from Cairo to Luxor and vice versa. They have 4 buses per day at 01:50 AM, 05:35 AM, 09:40 PM, and 11:34 PM departing near .",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Citadel of Saladin,Egypt,https://goo.gl/maps/d6KapSMVQT2ZgmiB7,"is one of the most impressive structures in Cairo, and it is my second favorite architecture in the city, second only to the Pyramids of Giza, of course.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Colossi of Memnon,Egypt,https://goo.gl/maps/qujDbifmdkZYzXGJA,"No direct mention of Romance, Family, Cost, Nature, Adventure, Culture, Relaxation, Service, Accessibility, or Crowded.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Mummification Museum,Egypt,https://goo.gl/maps/y1N99AmuZv2tZBB29,"A museum near Luxor Temple offering insight into ancient Egyptian preservation techniques, potentially suitable for families with interest in history and culture.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Pyramids of Giza,Egypt,https://goo.gl/maps/WwhwJSiJzL3bLJDk6,The experience can be crowded but offers a sense of adventure and cultural significance.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Temple of Hatshepsut,Egypt,https://goo.gl/maps/82gWcPN3iFJweE8w7,"is an ancient Egyptian temple constructed by Queen Hatshepsut in the 15th Century BC, and it is considered to be a masterpiece of ancient architecture.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
The Unfinished Obelisk,Egypt,https://goo.gl/maps/3dqNJdybnKbNV4QD9,"Another interesting sight you should check out in Asam is , which is, as the name suggests, an unfinished obelisk that, if completed, would have been the largest standing obelisk in the world.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Valley of the Kings,Egypt,https://goo.gl/maps/r2c8xcSSGA3gHU3D7,"Now that we are done with the East Bank, it is time to explore the West Bank of Luxor, and one of the first places you have to visit is the .",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
one to Elephantine Island,Egypt,https://goo.gl/maps/h8cMqo5zK3MREBZC9,A very affordable boat ride along the Nile River offering easy access to tourist attractions.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
the Egyptian Museum,Egypt,https://goo.gl/maps/rmQNk1bynncWTWoU8,"Egypt's museum features a vast collection of ancient artifacts, including gold masks and sculptures, suitable for culture enthusiasts.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
the Great Sphinx of Giza,Egypt,https://goo.gl/maps/iU6YxhPAFxsgkQXQ6,This ancient monument offers relaxation and cultural significance amidst a natural setting.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
the Minarets of Bab Zuweila,Egypt,https://goo.gl/maps/CeUXAJHnQhq979sZ8,A scenic adventure with a panoramic view offers a unique cultural experience amidst nature.,,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
