place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Koulen Restaurant,Cambodia,https://www.google.com/maps/place/Koulen+Restaurant/,We made reservations at Koulen Restaurant for dinner and a traditional Apsara dance performance. The dinner was set up buffet style and literally had every Cambodian dish you could think of… and then some!,Siem Reap,restaurant,The Blonde Abroad,5,7,16,2,4,9,9,8,9,6,1,2026-04-07
La Residence Blanc D'Angkor,Cambodia,https://www.google.com/maps/place/La+Residence+Blanc+D'Angkor/,"a 4-star hotel in Siem Reap, $18 USD per night for a clean double room with cold A/C, work desk, refrigerator, wardrobe, and more, there's also an on-site restaurant and pool, the staff there is amazingly friendly, and I love the epic wall art showing scenes from the Angkor Wat.

La Residence Blanc D'Angkor is a 4-star hotel that offers clean double rooms with cold A/C, work desk, refrigerator, wardrobe, and more. The hotel has an on-site restaurant and pool, and the staff is amazingly friendly. The hotel is a great place to stay while exploring Siem Reap and the surrounding area.

We stayed at the 4-star La Residence Blanc D'Angkor in Siem Reap. It was $18 USD per night for a clean double room with cold A/C, work desk, refrigerator, wardrobe, and more. There's also an on-site restaurant and pool. The staff there is amazingly friendly, and I love the epic wall art showing scenes from the Angkor Wat. It sets the mood for exploring some Cambodian temple ruins.",Siem Reap,hotel,The World Travel Guy,5,5,12,4,3,7,6,9,7,6,1,2026-04-07
Les Manguiers,Cambodia,https://www.google.com/maps/search/Les+Manguiers+Kampot+Cambodia,"Les Manguiers, or 'Mango' in English, is a little French getaway in Kampot, Cambodia that was recommended to me by a fellow hostel mate in Bangkok. She said it was a MUST for anyone traveling through Cambodia in need of a little R&R. The owners are French Cambodian so it has a lot of beautiful European influence. I got my things settled in my room and enjoyed dinner in a bungalow on the river. The sunset was incredible and just as usual during my time in Cambodia, a lightening storm lit up the sky for the rest of the evening.

The owner at my bed & breakfast, Les Manguiers, mentioned that there would be a performance at the local center for disabled children.",Kampot,guesthouse,The Blonde Abroad,6,5,16,6,4,6,6,6,6,5,1,2026-04-07
Mondulkiri,Cambodia,https://www.google.com/maps/place/Mondulkiri,"The waterfalls of Rattanakiri and Mondulkiri are overflowing, making them great swimming spots.",Southeast Asia,province,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Neak Pean,Cambodia,https://www.google.com/maps/place/Neak+Pean+Temple/,"an island temple in the middle of a little pond, looks better right after the rainy season, late in the dry season there’s not much water left.",Siem Reap,temple,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Neak Poan,Cambodia,https://www.google.com/maps/place/Neak+Poan/,Neak Poan (the sacred island),Siem Reap,temple,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
North Pond,Cambodia,https://www.google.com/maps/place/Angkor+Wat+North+Pond/,"There are two reflective ponds in front of the Angkor Wat temples that serve as the main photo spots for the sunrise. You can see them in the Google map above. There are some slight differences in the view you get at each pond, but these are pretty subtle. The last time I went to Angkor Wat was in May, and it was very much the dry season, so the north pond had no water in it and that means no reflection for photos.",Siem Reap,attraction,The World Travel Guy,2,4,4,10,7,7,0,6,1,7,1,2026-04-07
Onederz Hostel Siem Reap,Cambodia,https://www.google.com/maps/place/Onederz+Hostel+Siem+Reap/,Onederz Hostel Siem Reap is a great option and offers daily tours and recommendations — it has private and dorm room options.,Siem Reap,hotel,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phnom Bakheng,Cambodia,https://www.google.com/maps/place/Phnom+Bakheng/,"Phnom Bakheng is a symbolic representation of Mount Meru, home of the Hindu gods. We ended our day here and made the long climb to the top to watch the sunset. It was breathtaking!",Siem Reap,temple,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Phnom Penh,Cambodia,https://www.google.com/maps/search/Phnom+Penh+Cambodia,"My friend Lindsay and I had returned to Phnom Penh after visiting the Temples of Angkor and we had to organize a Tuk Tuk to take us to our separate destinations… Lindsay to the airport and Kampot for me.

After landing, we had to get our Cambodian visas.

In Phnom Penh in November, the Water Festival aka Bon Om Touk is held.",Phnom Penh,city,The Blonde Abroad,4,4,16,4,5,6,4,5,5,5,1,2026-04-07
Phnom Penh Royal Palace,Cambodia,"https://www.google.com/maps/place/Royal+Palace,+Phnom+Penh","The Royal Palace Phnom Penh is a big area near the riverfront with more than a dozen fancy palaces, shrines, and stupas to check out. The Throne Hall is the main building of the Royal Palace, built in 1863, but it's still used sometimes for religious and royal ceremonies. Sadly you can't go inside, or take photos inside. But you're allowed to peek in the windows, and the staff didn't really seem to monitor people taking photos through the windows. Still, the best photo ops are when you walk around the outside of the building and take in the stunning architecture of the rooftops. It's quite a view. The best time to photograph it is in the morning.",Phnom Penh,palace,The World Travel Guy,3,4,4,2,3,9,0,7,6,7,1,2026-04-07
Phnom Penh Royal Palace & Silver Pagoda,Cambodia,https://www.google.com/maps/place/Phnom+Penh+Royal+Palace/,"Phnom Penh doesn’t have a whole lot of things to see and do compared to other capital cities in SE Asia like Bangkok or even Vientiane, but Phnom Penh Royal Palace & Silver Pagoda is one of the places to visit",Phnom Penh,palace,The World Travel Guy,2,3,12,2,2,5,3,6,5,9,1,2026-04-07
Phochani Pavilion,Cambodia,https://www.google.com/maps/place/Phochani+Pavilion,The Phochani Pavilion is a dance hall located within the Royal Palace grounds.,Phnom Penh,pavilion,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Prasat Pram Temple,Cambodia,https://www.google.com/maps/place/Prasat+Pram+Temple/,"an incredible spot that’s part of the Koh Ker area, these are ancient temples being swallowed up by huge strangler trees and you must see them while you’re nearby.

Ancient temples being swallowed up by huge strangler trees and you must see them if you have time to take a day trip out of Siem Reap. This may be my favorite Cambodia temple after the Angkor Wat itself.",Siem Reap,temple,The World Travel Guy,3,5,12,7,6,7,2,6,5,6,1,2026-04-07
Pre Rup,Cambodia,https://www.google.com/maps/place/Pre+Rup/,"Pre Rup (a funeral temple)

a big temple near the end of the grand circuit, funerals were done here, so that may be why the temple looks so creepy, the buildings at the top of the pyramid are in the best shape, so be sure to take a look up there.",Siem Reap,temple,The Blonde Abroad,3,4,12,4,5,8,2,4,4,6,1,2026-04-07
Preah Khan,Cambodia,https://www.google.com/maps/place/Preah+Khan/,"Preah Khan (contains a stupa that looks like a lit candle from a sunlit opening)

most of the main temple is ruined, but it’s cool to see how nature is reclaiming what’s left of it.

Most of the main temple is ruined, but it’s cool to see how nature is reclaiming what’s left of it. This is one of my favorite stops on the grand circuit.",Siem Reap,temple,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Rattanakiri,Cambodia,https://www.google.com/maps/place/Rattanakiri,"The waterfalls of Rattanakiri and Mondulkiri are overflowing, making them great swimming spots.",Southeast Asia,province,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Roluos Group,Cambodia,https://www.google.com/maps/place/Roluos+Group/,"a group of temples just 30 minutes east of Siem Reap, these date back to the 9th century, making them some of the oldest Khmer temples in Cambodia.

A group of temples that date back to the 9th century, making them some of the oldest Khmer temples in Cambodia. They are only a 30 minute drive from Siem Reap, making it easy to combine with something else as a full day trip.",Siem Reap,temple,The World Travel Guy,3,4,12,3,4,8,3,6,6,8,1,2026-04-07
Siem Reap,Cambodia,https://www.google.com/maps/place/Siem+Reap,"We decided to catch a night bus to Siem Reap so as not to waste any time and get a full day in at Angkor Wat in the morning.

Siem Reap, Cambodia

The Siem Reap area of Cambodia is home to the world famous Angkor Wat ruins, which bring in millions of tourists every year. As a gateway to the famous Angkor Wat temples, Siem Reap is the cornerstone of Cambodia’s tourism and it’s definitely one of the best travel destinations",Siem Reap Province,city,The Blonde Abroad,4,5,16,5,5,7,4,6,6,6,1,2026-04-07
Siem Reap Market,Cambodia,https://www.google.com/maps/place/Siem+Reap+Market/,"the riverside markets in Siem Reap are great for souvenir shopping, street food, and street photography, the stalls have all kinds of items for sale, from paintings and clothing, to fridge magnets and postcards.

A market in Siem Reap where you can shop for souvenirs.",Siem Reap,market,The World Travel Guy,3,5,16,2,4,6,6,5,5,4,1,2026-04-07
Siem Reap Night Market,Cambodia,https://www.google.com/maps/place/Siem+Reap+Night+Market/,"The night markets were better than any market I went to in Thailand – less expensive, and less touristy.

You definitely don't want to miss Siem Reap's Night Market!",Siem Reap,attraction,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Sihanoukville,Cambodia,https://www.google.com/maps/place/Sihanoukville,Humidity can reach up to 80% every day and heavy downpours dampen trips to places like Cardamom and Sihanoukville.,Southeast Asia,city,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Silver Pagoda,Cambodia,https://www.google.com/maps/place/Silver+Pagoda,"The Silver Pagoda, also known as Wat Preah Keo, was first built in 1892, but then it was expensively rebuilt in 1962 with a massive amount of gold, silver, and diamonds. The name of the pagoda comes from the silver floor inside, which has almost 5,000 silver tiles weighing over 5 tons. Photography is not allowed inside the building, but the outside is really amazing and it's great for photos at any time of the day.",Phnom Penh,pagoda,The World Travel Guy,3,3,4,4,4,10,0,5,1,6,1,2026-04-07
South Pond,Cambodia,https://www.google.com/maps/place/Angkor+Wat+South+Pond/,"I like the south pond better, because a palm tree hides the fact that there’s renovation work being done on one of the towers. However, many people also seem to prefer the north pond. Which pond you use, though, will ultimately depend on the season and how much rain there’s been. The last time I went to Angkor Wat was in May, and it was very much the dry season, so the north pond had no water in it and that means no reflection for photos. The good news is that the ponds are only about 50 meters apart. The south pond had plenty of water even in the dry season, so naturally that’s where I did my photos.",Siem Reap,attraction,The World Travel Guy,3,3,12,7,5,5,1,6,2,4,1,2026-04-07
Srey Kev,Cambodia,https://www.google.com/maps/search/Srey+Kev,"The restaurant is located on the beach and serves fresh seafood, including crab. The view from the table is absolutely surreal, with the sun burning the sky in orange and pink as rays of light reflect off the surface of the ocean and glimmer endlessly towards the horizon.",Kep,restaurant,The Blonde Abroad,7,4,8,10,4,1,3,10,2,4,1,2026-04-07
Ta Prohm,Cambodia,https://www.google.com/maps/place/Ta+Prohm/,"The Angkor temple Ta Prohm is easily recognized (and famed) as the set for the movie Tomb Raider. Large vines cover the ruins creating a fantasy setting like something from a storybook.

To avoid crowds, visit smaller stops like Ta Prohm and Kampot.

the famous ‘Tomb Raider temple’ used in the 2001 Angelina Jolie movie, an incredible tree here that is growing on top of one of the temples, a must see.",Siem Reap,temple,The Blonde Abroad,4,5,16,6,6,6,4,6,4,5,1,2026-04-07
Ta Som,Cambodia,https://www.google.com/maps/place/Ta+Som/,"Ta Som (overgrown by a sacred fig tree)

a smaller temple, but the best part is the stone doorway being consumed and held in place by a strangler tree.",Siem Reap,temple,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Temples of Angkor,Cambodia,https://www.google.com/maps/search/Temples+of+Angkor+Siem+Reap+Cambodia,"My friend Lindsay and I had returned to Phnom Penh after visiting the Temples of Angkor and we had to organize a Tuk Tuk to take us to our separate destinations… Lindsay to the airport and Kampot for me.

My friend Lindsay and I had returned to Phnom Penh after visiting the Temples of Angkor",Siem Reap,temple,The Blonde Abroad,4,4,14,4,5,6,4,4,6,6,1,2026-04-07
The Bugs Cafe,Cambodia,https://www.google.com/maps/search/The+Bugs+Cafe+Siem+Reap,"The Bugs Cafe is an insect restaurant that specializes in bug dining, with a menu that includes tarantulas, ants, scorpions, grasshoppers, and bug larvae. The restaurant is well managed, and the chefs know what they're doing. The style and preparation of everything is top notch. The waiters are funny and friendly, and can explain anything on the menu. The restaurant is located in the city center of Siem Reap, and can be reached on foot or by taxi.

Are you looking for one of the craziest and most unique dining experiences in Southeast Asia? This is the Bugs Cafe, an insect restaurant in Siem Reap",Siem Reap,restaurant,The World Travel Guy,4,6,14,4,5,6,6,6,6,6,1,2026-04-07
Thommanon,Cambodia,https://www.google.com/maps/place/Thommanon+Temple/,"one of the less known temples in Angkor Thom, and most tour groups don’t seem to go here, the carvings and doorways are good to explore.",Siem Reap,temple,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Tonle Sap Lake,Cambodia,https://www.google.com/maps/place/Tonle+Sap+Lake,Tonle Sap Lake swells up to five times its normal size and is home to many floating villages and flooded forests.,Southeast Asia,lake,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Thmey,Cambodia,https://www.google.com/maps/place/Wat+Thmey/,"a Cambodian temple that’s also notable for being used as a killing field during the Khmer Rouge communist rule in Cambodia during the 1970s, there is a stupa memorial filled with skulls and bones from the victims of the genocide.

A killing fields site in Siem Reap.",Siem Reap,temple,The World Travel Guy,2,3,14,6,6,7,3,4,4,6,1,2026-04-07
