place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Azores,Portugal,https://www.google.com/maps/place/Azores,"remote islands made for adventure lovers, famous for its hot springs and whale-watching",mid-Atlantic,archipelago,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Bairro Alto,Portugal,https://www.google.com/maps/place/Bairro+Alto,"The Lumiares is located in Bairro Alto, Lisbon’s cultural and bohemian district.

Just beside Principe Real, you’ll find this lively district.",Lisbon District,Neighborhood,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Belem,Portugal,"https://www.google.com/maps/place/Belem,+Lisbon,+Portugal","Famous for its ultra-fresh seafood and colorful tiled houses, this quaint neighborhood will give you a glimpse into the seafaring past.",Lisbon Region,Neighborhood,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Bettina & Niccolo Corallo,Portugal,"https://www.google.com/maps/place/Bettina+%26+Niccolo+Corallo/@38.7071352,-9.1408157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7071352!4d-9.1408157","I’m pretty certain that Bettina & Niccolo Corallo Chocolate Café produces the best chocolate I have ever had. The sorbet is an absolute must, with a texture so airy and a flavor so rich that it feels and tastes like a dark chocolate mousse.",Lisbon,Cafe,The Blonde Abroad,5,2,6,4,2,6,9,7,4,4,1,2026-04-08
Cafe Guarany,Portugal,https://www.google.com/maps/place/Cafe+Guarany,"Cafe Guarany is a popular cafe serving coffee in porcelain cups, a perfect spot to enjoy a cup of coffee before heading to the next attraction.",Porto,Cafe,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Cafe Janis,Portugal,"https://www.google.com/maps/place/Cafe+Janis,+Lisbon,+Portugal",An all-day café serving French-Mediterranean food and healthy vegan options—including brunch faves like shakshuka and banana bread.,Lisbon Region,Restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Calheta,Portugal,https://www.google.com/maps/place/Calheta,live in your bikini,Madeira,beach,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Caparica,Portugal,https://www.google.com/maps/place/Caparica,"A beach town in southern Portugal.

A city in the Lisbon region of Portugal.",Southern Portugal,Beach town,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Casa de Chá da Boa Nova,Portugal,https://www.google.com/maps/place/Casa+de+Ch%C3%A1+da+Boa+Nova,"Casa de Chá da Boa Nova is a restaurant set on the rugged coast, offering incredible ocean views and delicious food, including lobster and Port wine for dessert.",Leça da Palmeira,Restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Castelo de São Jorge,Portugal,https://www.google.com/maps/place/Castelo+de+S%C3%A3o+Jorge,Santiago de Alfama is located near the historical Sao Jorge Castle.,Lisbon District,Castle,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Cervejaria Ramiro,Portugal,"https://www.google.com/maps/place/Cervejaria+Ramiro/@38.7223352,-9.1408157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7223352!4d-9.1408157","Cervejaria Ramiro is the epitome of simplistic seafood. Everything is absurdly fresh, and also incredibly uncomplicated. Seasoning is key, with most dishes having only butter, garlic, white wine, salt, or pepper as the central flavor.

One of the best places in town for fresh seafood.",Lisbon,Restaurant,The Blonde Abroad,4,5,7,4,4,6,6,4,4,4,2,2026-04-08
Chiado,Portugal,"https://www.google.com/maps/place/Chiado,+Lisbon,+Portugal","In the historic heart of this district is known for its luxury shops, famous landmarks, and historic cafés.",Lisbon Region,Neighborhood,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
City Park,Portugal,https://www.google.com/maps/place/City+Park,"The city park is truly beautiful, perfect for a nice walk in the city center.",Northern Portugal,park,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Clérigos Tower,Portugal,https://www.google.com/maps/place/Cl%C3%A9rigos+Tower,"Clérigos Tower is a iconic site in Porto, offering breathtaking views of the city from its 250-foot tall tower, with 200 steps to the top.",Porto,Attraction,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Coimbra,Portugal,https://www.google.com/maps/place/Coimbra,"To get the best of these fall hues, visit the forests of Coimbra",Centro Region,City,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Costa Nova,Portugal,"https://www.google.com/maps/place/Costa+Nova,+Portugal","The nearby beach town of Costa Nova is an easy taxi or bus ride away from the city center of Aveiro. If you would like to spend part of your trip in Aveiro at the beach, or experience a drastic change of scenery, then I would recommend that you check out Costa Nova.",Northern Portugal,beach town,The Blonde Abroad,3,3,4,10,6,5,0,8,6,10,1,2026-04-08
Costa Verde,Portugal,https://www.google.com/maps/place/Costa+Verde,"stunning beaches

The Costa Verde shoreline is home to beautiful beaches and is a must-visit destination in Northern Portugal.",Porto,beach,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Crystal Palace Gardens,Portugal,https://www.google.com/maps/place/Crystal+Palace+Gardens,"Crystal Palace Gardens is a picturesque spot to spend a sunny day, with winding paths, fountains, and lush landscape, offering views of the Douro River.",Porto,Attraction,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Dear Breakfast,Portugal,"https://www.google.com/maps/place/Dear+Breakfast/@38.7223352,-9.1420157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7223352!4d-9.1420157","White washed and airy, this is the calming oasis you want to eat a leisurely breakfast in. The dark ceramic plates are gorgeous, and the food is meticulously arranged. Get the scrambled eggs with scallions and black truffles, grab a magazine from the wall, and ease into day one in Lisbon.",Lisbon,Restaurant,The Blonde Abroad,5,5,6,6,3,7,10,7,7,4,1,2026-04-08
Dede’s Cafe,Portugal,"https://www.google.com/maps/place/Dede’s+Cafe,+Lisbon,+Portugal",An Australian cafe with two locations serving all-day brunch and specialty coffee!,Lisbon Region,Restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Douro Valley,Portugal,https://www.google.com/maps/place/Douro+Valley,"mecca for foodies and wine lovers, UNESCO World Heritage destination",Northeast Portugal,region,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Embaixada Palace,Portugal,"https://www.google.com/maps/place/Embaixada+Palace,+Lisbon,+Portugal",This nineteenth-century Moorish beauty is now a swanky cultural hub.,Lisbon Region,Cultural Hub,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Enoteca de Belem,Portugal,"https://www.google.com/maps/place/Enoteca+de+Belem/@38.7023352,-9.1658157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7023352!4d-9.1658157","The salmon tartare in a sort of miso sauce was outstanding, followed by one of the most tender pieces of octopus I’ve ever come across. It was laid on top of a sweet potato mash along with spinach and a light pesto sauce.",Lisbon,Restaurant,The Blonde Abroad,5,5,8,4,2,7,10,7,7,5,1,2026-04-08
Espaco Criativo Biscoito,Portugal,https://www.google.com/maps/place/Espaco+Criativo+Biscoito,"For some traditional Portuguese food (vegan-style) then you have to go to Espaco Criativo Biscoito. The owner of this cafe is an amazing human, and she will whip up anything from “Portuguese NON-meatballs” to veggie lasagna to curry dishes!",Northern Portugal,cafe,The Blonde Abroad,0,2,6,1,1,7,10,3,5,3,1,2026-04-08
Estoi,Portugal,https://www.google.com/maps/place/Estoi,quaint village with cobbled streets and whitewashed houses,near Faro,village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Exmo. Hotel,Portugal,https://www.google.com/maps/place/Exmo.+Hotel,"Exmo. Hotel is a modern boutique hotel located in the Norte Region of Porto, within walking distance of Ribeira Square and Palacio da Bolsa.",Norte Region of Porto,Hotel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Fabrica Coffee Roaster,Portugal,"https://www.google.com/maps/place/Fabrica+Coffee+Roaster/@38.7071352,-9.1408157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7071352!4d-9.1408157","Fabrica is a funky little space run by a mix of Brazilians, Aussies, and Portuguese. With no available Wi-Fi and hardly any accessible cell service at all, Fabrica is a specialty coffee shop that wants to stay true to just that.",Lisbon,Cafe,The Blonde Abroad,2,5,6,2,1,7,5,6,6,7,1,2026-04-08
Faro,Portugal,https://www.google.com/maps/place/Faro,"well-preserved heart of this old town has incredible seafood restaurants, hopping nightclubs, and some of the best prices",Algarve,city,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Funchal,Portugal,https://www.google.com/maps/place/Funchal,urban wonders,Madeira,city,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Fundao,Portugal,https://www.google.com/maps/place/Fundao,A mushroom festival is held in Fundao,Centro Region,Town,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Green Wine Region,Portugal,https://www.google.com/maps/place/Green+Wine+Region,sip your way around the Green Wine Region,Porto,wine region,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
"Hello, Kristof",Portugal,"https://www.google.com/maps/place/Hello,+Kristof/@38.7071352,-9.1408157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7071352!4d-9.1408157","My favorite of all the coffee shops and cafés that I went to, Hello, Kristoff is a small space with a lot of heart. Owned by a coffee aficionado who doubles as a magazine publisher, this shop shows off these combined talents everywhere you look.",Lisbon,Cafe,The Blonde Abroad,3,4,6,0,1,9,8,6,8,7,1,2026-04-08
Hotel da Baixa,Portugal,https://www.google.com/maps/place/Hotel+da+Baixa,"Hotel da Baixa offers guests one of the best central locations in Lisbon’s historic district just a short walk from the Santa Justa Elevator and Rossio Square.

A gorgeous four-star option in the heart of the city, this refined property impresses at every turn.",Lisbon District,Hotel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Hotel da Música,Portugal,https://www.google.com/maps/place/Hotel+da+M%C3%BAsica,"Hotel da Música is a 4-star hotel in the heart of Porto, offering a beautiful contemporary style and on-site restaurant, bar, and 24-hour reception.",Porto,Hotel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Jardim do Mar,Portugal,https://www.google.com/maps/place/Jardim+do+Mar,surf the waves,Madeira,beach,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Lagos,Portugal,https://www.google.com/maps/place/Lagos,got far more to offer than your average beach town,Algarve,city,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Leitaria da Quinta do Paço,Portugal,https://www.google.com/maps/place/Leitaria+da+Quinta+do+Pa%C3%A7o,"Leitaria da Quinta do Paço is a bakery famous for its eclairs, offering a variety of traditional Portuguese pastries, including pasteis de nata.",Porto,Bakery,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Lisbon,Portugal,"https://www.google.com/maps/place/Lisbon,+Portugal","Lisbon is the city for you. From historical castles to pristine beaches to fantastic food and wine, Lisbon has something for everyone.

The capital city of Portugal, known for its food scene.

In the spring, you’ll find many celebrations including numerous cheese festivals, a fish festival taking place in Lisbon during April",Lisbon District,City,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,4,2026-04-08
Lisbon Cathedral,Portugal,https://www.google.com/maps/place/Lisbon+Cathedral,Lisbon Cheese and Wine Suites is located near Lisbon Cathedral.,Lisbon District,Cathedral,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Lisbon Cheese and Wine Suites,Portugal,https://www.google.com/maps/place/Lisbon+Cheese+and+Wine+Suites,"Lisbon Cheese and Wine Suites offers guests a variety of rooms from suites to apartments – some including breakfast. Guests are greeted with complimentary cheese and wine upon arrival showcasing some of Lisbon’s finest cuisine.

A well-appointed, family-fun property offers a four-star experience at a great price.",Lisbon District,Hotel,The Blonde Abroad,4,5,8,3,4,6,8,6,6,6,2,2026-04-08
Livraria Lello,Portugal,https://www.google.com/maps/place/Livraria+Lello,"Livraria Lello is a beautiful bookstore, famous for being a favorite haunt of JK Rowling, with a stunning interior and a cover charge to enter.",Porto,Attraction,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Lousã,Portugal,https://www.google.com/maps/place/Lousã,Honey and chestnut festivals take place in Lousã,Centro Region,Town,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Lx Factory,Portugal,"https://www.google.com/maps/place/Lx+Factory/@38.7071352,-9.1708157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7071352!4d-9.1708157","The Lx Factory, set beneath the Ponte 25 de Abril (April 25th Bridge), is a combination of photography studios, freelance work spaces, coffee shops, bookstores, and eateries.",Lisbon,Shopping Center,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Machico,Portugal,https://www.google.com/maps/place/Machico,live in your bikini,Madeira,beach,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Madeira,Portugal,https://www.google.com/maps/place/Madeira,unique wine variety and dreamy tropical climate,off the northwest coast of Africa,archipelago,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Maderia,Portugal,https://www.google.com/maps/place/Madeira,A flower festival in Maderia,Autonomous Region of Madeira,Island,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Manteigaria,Portugal,"https://www.google.com/maps/place/Manteigaria/@38.7098352,-9.1408157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7098352!4d-9.1408157","Manteigaria is the clear winner for pasteis de nata. Located off a square in Chiado, Manteigaria is a tiny storefront where you can see locals stopping by for a quick espresso, having a chat with a friend, or getting lost watching the production of these ridiculously tasty little treats.",Lisbon,Bakery,The Blonde Abroad,0,4,6,1,2,7,6,5,7,7,1,2026-04-08
Mercado Negro,Portugal,https://www.google.com/maps/place/Mercado+Negro,"If you would like to continue your cocktail-ing, you can find live music and good vibes at the upstairs bar on the main street known as Mercado Negro, which stays open until 2am.",Northern Portugal,bar,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Mercado de Campo de Ourique,Portugal,"https://www.google.com/maps/place/Mercado+de+Campo+de+Ourique/@38.7223352,-9.1658157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7223352!4d-9.1658157","Located a bit out of the way, or at least outside of the normal tourist circuit in the upscale white-washed Ourique neighborhood, this venue felt warmer and more intimate than the better-know Time Out Market.",Lisbon,Market,The Blonde Abroad,4,5,4,3,3,9,6,7,8,7,1,2026-04-08
Mercado de Ribiera (Time Out Market),Portugal,"https://www.google.com/maps/place/Mercado+da+Ribeira/@38.7071352,-9.1408157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7071352!4d-9.1408157",The famous Time Out Market is the perfect place to kick off your time in Lisbon. You can grab a coffee and pasteis de nata (egg tart pastries) if you’d like and watch the older generation of Lisbonites pick up its day’s fruits and veggies as the sun is coming up.,Lisbon,Market,The Blonde Abroad,1,3,6,3,1,8,10,7,8,6,1,2026-04-08
Mila Cafe,Portugal,"https://www.google.com/maps/place/Mila+Cafe,+Lisbon,+Portugal","Start your day with a delicious brunch, fresh bread, and pão de chocolate from Mila!",Lisbon Region,Restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Miradouro Santa Catarina,Portugal,"https://www.google.com/maps/place/Miradouro+Santa+Catarina,+Lisbon,+Portugal",Watch the sunset from Miradouro Santa Catarina and soak in the stunning view of the river and the bridge.,Lisbon Region,Viewpoint,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Montesinho Natural Park,Portugal,https://www.google.com/maps/place/Montesinho+Natural+Park,"To get the best of these fall hues, visit the forests of Montesinho Natural Park",Northern Portugal,National Park,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Moorish Castle of Obidos,Portugal,https://www.google.com/maps/place/Moorish+Castle+of+Obidos,one of the so-called seven wonders of Portugal,Obidos,castle,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Nazare,Portugal,https://www.google.com/maps/place/Nazare,"A seaside village in western Portugal where polvo a lagareiro is often enjoyed.

The coast, particularly Nazaré and all along Algarve, is full of locals and visitors alike, as many people are looking to soak up some time in the warm turquoise water",Western Portugal,Seaside village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Obidos,Portugal,https://www.google.com/maps/place/Obidos,"beautiful village in the countryside, home to one of the so-called seven wonders of Portugal: the Moorish Castle of Obidos

A chocolate festival in Obidos",countryside,village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Old Town Lisbon,Portugal,https://www.google.com/maps/place/Old+Town+Lisbon,"Staying in Old Town Lisbon (downtown) is generally the easiest place to stay because it gives you the flexibility to explore Lisbon, but also has access to public transportation which allows you to explore the surrounding areas.",Lisbon District,Neighborhood,The Blonde Abroad,3,3,4,4,5,9,3,7,8,9,1,2026-04-08
Palácio do Visconde de Estoi,Portugal,https://www.google.com/maps/place/Palácio+do+Visconde+de+Estoi,19th-century palace,Estoi,palace,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Parque de Pena,Portugal,https://www.google.com/maps/place/Parque+de+Pena,colorful castle is home to Parque de Pena,Sintra,park,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Pasteis de Belem,Portugal,"https://www.google.com/maps/place/Pasteis+De+Belem/@38.7023352,-9.1658157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7023352!4d-9.1658157","People flock to Pasteis de Belem for the famous Portuguese pasteis de nata; the line was wrapped around the corner when I went. Go here just to go, as this is a longstanding Portuguese institution.",Lisbon,Bakery,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Pena Palace,Portugal,https://www.google.com/maps/place/Pena+Palace,epic palace and wander amongst the terraces and courtyards,Sintra,palace,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Ponte de Dom Luis I,Portugal,https://www.google.com/maps/place/Ponte+de+Dom+Luis+I,"Ponte de Dom Luis I is a bridge linking Porto and Gaia, offering stunning views of the city and the Douro River, especially during sunset.",Porto,Attraction,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Ponto Final,Portugal,"https://www.google.com/maps/place/Ponto+Final,+Lisbon,+Portugal","A quirky little riverside restaurant, be sure to book ahead—and come for sunset!",Lisbon Region,Restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Porto,Portugal,https://www.google.com/maps/place/Porto,"A city in northern Portugal known for its Francesinha sandwich and bacalhau à gomes de sá dish.

Head to Porto to sample all the famous Port wine

A city in northern Portugal known for its Francesinha sandwich.",Northern Portugal,City,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,3,2026-04-08
Portugal,Portugal,https://www.google.com/maps/place/Portugal,"A country known for its seafood and wide variety of spices, with Mediterranean food at its finest.

Portugal is a country that truly has it all—from white sand beaches to architecturally beautiful cities to all the wine you can drink!",,Country,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-08
Praca Das Flores,Portugal,"https://www.google.com/maps/place/Praca+Das+Flores,+Lisbon,+Portugal","A picturesque square, full of lovely little restaurants and cute cafes.",Lisbon Region,Square,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Praia dos Pescadores,Portugal,https://www.google.com/maps/place/Praia+dos+Pescadores,You can spend your winter months skiing in Portugal and then visit Praia dos Pescadores in Algarve,Algarve,Beach,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Principe Real,Portugal,"https://www.google.com/maps/place/Principe+Real,+Lisbon,+Portugal","Famous for its striking 19th-century mansions and chic boutiques, this is one of Lisbon’s most-loved neighborhoods.",Lisbon Region,Neighborhood,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Quinta da Regaleira,Portugal,https://www.google.com/maps/place/Quinta+da+Regaleira,gothic wonder,Sintra,castle,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Restaurante Esplanada Furnas,Portugal,"https://www.google.com/maps/place/Restaurante+Esplanada+Furnas/@38.9633352,-9.4158157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.9633352!4d-9.4158157",Restaurante Esplanada Furnas was a major added bonus to this easy day trip. It offered a view of the Atlantic to die for and some fish to match. The restaurant is built right into the cliffs and the main dining area has only glass walls.,Ericeira,Restaurant,The Blonde Abroad,7,5,6,7,5,6,6,9,6,4,1,2026-04-08
Restaurante Mercado Piexe Aveiro,Portugal,https://www.google.com/maps/place/Restaurante+Mercado+Piexe+Aveiro,"For the ultimate sunset view, visit the rooftop restaurant of Restaurante Mercado Piexe Aveiro.",Northern Portugal,restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Restaurante Ze da Mouraria,Portugal,"https://www.google.com/maps/place/Restaurante+Ze+da+Mouraria/@38.7223352,-9.1358157,15z/data=!4m5!3m4!1s0x0:0x6d7146c5e2c3b3c4!8m2!3d38.7223352!4d-9.1358157","Restaurante Ze da Mouraria was a total last-minute decision, and it was one of the better meals I had during my time here. It is located in the old Moorish section of Lisbon, and the menu changes daily and serves lunch only.",Lisbon,Restaurant,The Blonde Abroad,3,5,8,1,2,8,7,8,9,9,1,2026-04-08
Ria de Aveiro,Portugal,https://www.google.com/maps/place/Ria+de+Aveiro,mosaic of gondolas and art nouveau building fill the Ria de Aveiro with color,Aveiro,wetland,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Ribeira Neighborhood,Portugal,https://www.google.com/maps/place/Ribeira+Neighborhood,"Ribeira Neighborhood is a charming area to explore, with a riverfront square, picturesque streets, and plenty of photo opportunities.",Porto,Attraction,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Roman complex of Milreu,Portugal,https://www.google.com/maps/place/Roman+complex+of+Milreu,remarkably well-preserved ruins from the second century,Estoi,archaeological site,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Rossio Square,Portugal,https://www.google.com/maps/place/Rossio+Square,The Vintage Lisbon is located in Rossio Square.,Lisbon District,Square,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Rossio Train Station,Portugal,https://www.google.com/maps/place/Rossio+Train+Station,Hotel da Baixa is located near Rossio Train Station.,Lisbon District,Train Station,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Sant Jordi Hostels Lisbon,Portugal,https://www.google.com/maps/place/Sant+Jordi+Hostels+Lisbon,"Sant Jordi Hostels Lisbon is in the Intendente neighborhood in a beautiful historic building. Guests can take advantage of the fast wifi, guest kitchen, tranquil patio, and on-site bar.",Lisbon District,Hostel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Santa Cruz,Portugal,https://www.google.com/maps/place/Santa+Cruz,picturesque village,Madeira,village,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Santa Joana Museum,Portugal,https://www.google.com/maps/place/Santa+Joana+Museum,"A visit to Santa Joana Museum is a really good activity to go for, and inside you will be able to visit one of the most beautiful churches of Portugal.",Northern Portugal,museum,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
Santa Justa Elevator,Portugal,https://www.google.com/maps/place/Santa+Justa+Elevator,Hotel da Baixa is located near the Santa Justa Elevator.,Lisbon District,Elevator,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-08
